InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
574701,22210,WOOD STAMP SET BEST WISHES,2,2011-11-06 13:54:00,0.83,15426,United Kingdom,1.66
574704,23321,SMALL WHITE HEART OF WICKER,8,2011-11-06 14:02:00,1.65,15696,United Kingdom,13.2
574704,23454,THREE MINI HANGING FRAMES,3,2011-11-06 14:02:00,4.15,15696,United Kingdom,12.45
574704,22508,DOORSTOP RETROSPOT HEART,2,2011-11-06 14:02:00,3.75,15696,United Kingdom,7.5
574709,22107,PIZZA PLATE IN BOX,7,2011-11-06 14:14:00,3.75,17768,United Kingdom,26.25
574710,22553,PLASTERS IN TIN SKULLS,2,2011-11-06 14:17:00,1.65,15427,United Kingdom,3.3
574713,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-11-06 14:26:00,2.89,12628,Germany,17.34
574714,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,2011-11-06 14:29:00,0.29,15427,United Kingdom,0.58
574714,23204,CHARLOTTE BAG APPLES DESIGN,2,2011-11-06 14:29:00,0.85,15427,United Kingdom,1.7
574714,23242,TREASURE TIN BUFFALO BILL ,2,2011-11-06 14:29:00,2.08,15427,United Kingdom,4.16
574714,85032C,CURIOUS IMAGES GIFT WRAP SET,2,2011-11-06 14:29:00,0.65,15427,United Kingdom,1.3
574714,22843,BISCUIT TIN VINTAGE GREEN,1,2011-11-06 14:29:00,6.75,15427,United Kingdom,6.75
574714,23525,WALL ART BUFFALO BILL ,1,2011-11-06 14:29:00,3.75,15427,United Kingdom,3.75
574716,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-11-06 14:33:00,2.95,14502,United Kingdom,2.95
574716,22840,ROUND CAKE TIN VINTAGE RED,1,2011-11-06 14:33:00,7.95,14502,United Kingdom,7.95
574718,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,2011-11-06 14:36:00,0.39,15513,United Kingdom,9.36
574718,23355,HOT WATER BOTTLE KEEP CALM,48,2011-11-06 14:36:00,4.15,15513,United Kingdom,199.2
574720,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,2011-11-06 14:39:00,1.95,14547,United Kingdom,7.8
574720,21166,COOK WITH WINE METAL SIGN ,14,2011-11-06 14:39:00,2.08,14547,United Kingdom,29.12
574720,22694,WICKER STAR ,4,2011-11-06 14:39:00,2.1,14547,United Kingdom,8.4
574721,22736,RIBBON REEL MAKING SNOWMEN ,3,2011-11-06 14:43:00,1.65,17920,United Kingdom,4.949999999999999
574721,23512,EMBROIDERED RIBBON REEL ROSIE,1,2011-11-06 14:43:00,2.08,17920,United Kingdom,2.08
574722,84970S,HANGING HEART ZINC T-LIGHT HOLDER,3,2011-11-06 14:45:00,0.85,14502,United Kingdom,2.55
574722,23096,PETIT TRAY CHIC,2,2011-11-06 14:45:00,1.65,14502,United Kingdom,3.3
574722,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,1,2011-11-06 14:45:00,6.25,14502,United Kingdom,6.25
574726,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2011-11-06 14:56:00,2.1,14664,United Kingdom,2.1
574726,23269,SET OF 2 CERAMIC CHRISTMAS TREES,6,2011-11-06 14:56:00,1.45,14664,United Kingdom,8.7
574728,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2011-11-06 15:02:00,1.25,13719,United Kingdom,15.0
574733,71459,HANGING JAM JAR T-LIGHT HOLDERS,24,2011-11-06 15:17:00,0.85,17082,United Kingdom,20.4
574740,85174,S/4 CACTI CANDLES,16,2011-11-06 16:07:00,4.25,12357,Switzerland,68.0
574740,85014A,BLACK/BLUE POLKADOT UMBRELLA,12,2011-11-06 16:07:00,5.95,12357,Switzerland,71.4
574740,22072,RED RETROSPOT TEA CUP AND SAUCER ,24,2011-11-06 16:07:00,3.39,12357,Switzerland,81.36
574740,22028,PENNY FARTHING BIRTHDAY CARD,24,2011-11-06 16:07:00,0.42,12357,Switzerland,10.08
574740,22819,"BIRTHDAY CARD, RETRO SPOT",24,2011-11-06 16:07:00,0.42,12357,Switzerland,10.08
574741,23100,SILVER BELLS TABLE DECORATION,2,2011-11-06 16:13:00,1.25,15993,United Kingdom,2.5
574741,21914,BLUE HARMONICA IN BOX ,2,2011-11-06 16:13:00,1.25,15993,United Kingdom,2.5
574741,21616,4 PEAR BOTANICAL DINNER CANDLES,4,2011-11-06 16:13:00,1.25,15993,United Kingdom,5.0
574741,23508,MINI PLAYING CARDS DOLLY GIRL ,1,2011-11-06 16:13:00,0.42,15993,United Kingdom,0.42
574743,21065,BOOM BOX SPEAKER GIRLS,1,2011-11-06 16:14:00,5.95,15351,United Kingdom,5.95
574743,23583,LUNCH BAG PAISLEY PARK  ,6,2011-11-06 16:14:00,1.65,15351,United Kingdom,9.9
574744,23543,WALL ART KEEP CALM ,2,2011-11-07 07:38:00,8.25,16612,United Kingdom,16.5
574747,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,12,2011-11-07 08:34:00,1.65,15618,United Kingdom,19.8
574749,23349,ROLL WRAP VINTAGE CHRISTMAS,12,2011-11-07 08:54:00,1.25,15150,United Kingdom,15.0
574749,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-07 08:54:00,2.08,15150,United Kingdom,20.8
574755,22041,"RECORD FRAME 7"" SINGLE SIZE ",6,2011-11-07 09:28:00,2.55,13078,United Kingdom,15.3
574824,22846,BREAD BIN DINER STYLE RED ,1,2011-11-07 10:43:00,16.95,13097,United Kingdom,16.95
574824,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,2011-11-07 10:43:00,2.55,13097,United Kingdom,15.3
574830,20668,DISCO BALL CHRISTMAS DECORATION,576,2011-11-07 11:21:00,0.1,16053,United Kingdom,57.6
574831,23232,WRAP VINTAGE LEAF DESIGN,25,2011-11-07 11:26:00,0.42,15522,United Kingdom,10.5
574834,22979,PANTRY WASHING UP BRUSH,12,2011-11-07 11:30:00,1.45,13139,United Kingdom,17.4
574836,47566,PARTY BUNTING,4,2011-11-07 11:32:00,4.95,17623,United Kingdom,19.8
574839,72127,COLUMBIAN CANDLE ROUND ,3,2011-11-07 11:40:00,1.25,15493,United Kingdom,3.75
574840,21624,VINTAGE UNION JACK DOORSTOP,1,2011-11-07 11:41:00,5.95,12748,United Kingdom,5.95
574842,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-07 11:55:00,4.95,13890,United Kingdom,19.8
574852,22065,CHRISTMAS PUDDING TRINKET POT ,6,2011-11-07 12:04:00,0.39,15493,United Kingdom,2.34
574862,23381,PACK OF 12 VINTAGE LEAF TISSUES ,24,2011-11-07 12:27:00,0.39,12408,Belgium,9.36
574863,22386,JUMBO BAG PINK POLKADOT,4,2011-11-07 12:29:00,2.08,15719,United Kingdom,8.32
574863,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2011-11-07 12:29:00,0.55,15719,United Kingdom,1.1
574864,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-11-07 12:29:00,2.08,14387,United Kingdom,24.96
574863,85099B,JUMBO BAG RED RETROSPOT,12,2011-11-07 12:29:00,2.08,15719,United Kingdom,24.96
574864,23084,RABBIT NIGHT LIGHT,24,2011-11-07 12:29:00,1.79,14387,United Kingdom,42.96
574866,21329,DINOSAURS  WRITING SET ,2,2011-11-07 12:34:00,1.65,12748,United Kingdom,3.3
574869,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24,2011-11-07 12:44:00,1.45,12708,Germany,34.8
574877,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-07 13:17:00,0.29,16637,United Kingdom,6.959999999999999
574883,22195,LARGE HEART MEASURING SPOONS,1,2011-11-07 13:56:00,1.65,14623,United Kingdom,1.65
574883,21355,TOAST ITS - I LOVE YOU ,2,2011-11-07 13:56:00,1.25,14623,United Kingdom,2.5
574892,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-11-07 14:40:00,1.25,14700,United Kingdom,15.0
574896,23330,DECORATIVE WICKER HEART MEDIUM,1,2011-11-07 14:51:00,1.25,17014,United Kingdom,1.25
574899,23555,LANDMARK FRAME NOTTING HILL ,3,2011-11-07 15:10:00,12.5,14426,United Kingdom,37.5
574901,48187,DOORMAT NEW ENGLAND,2,2011-11-07 15:15:00,8.25,17158,United Kingdom,16.5
574907,20677,PINK POLKADOT BOWL,8,2011-11-07 15:33:00,1.25,17043,United Kingdom,10.0
574909,21739,COSY SLIPPER SHOES SMALL GREEN,1,2011-11-07 15:40:00,2.95,13673,United Kingdom,2.95
574909,22120,WELCOME  WOODEN BLOCK LETTERS,2,2011-11-07 15:40:00,9.95,13673,United Kingdom,19.9
574909,23515,EMBROIDERED RIBBON REEL DAISY ,1,2011-11-07 15:40:00,2.08,13673,United Kingdom,2.08
574911,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-07 15:49:00,0.29,14073,United Kingdom,6.959999999999999
574916,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-11-07 16:19:00,4.25,16790,United Kingdom,17.0
574916,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-07 16:19:00,4.25,16790,United Kingdom,17.0
574920,22379,RECYCLING BAG RETROSPOT ,5,2011-11-07 16:34:00,2.1,13985,United Kingdom,10.5
574923,22667,RECIPE BOX RETROSPOT ,3,2011-11-07 16:40:00,2.95,17757,United Kingdom,8.850000000000001
574934,23544,WALL ART MID CENTURY MODERN ,2,2011-11-07 16:50:00,8.25,16717,United Kingdom,16.5
574937,21754,HOME BUILDING BLOCK WORD,3,2011-11-07 17:08:00,6.25,15344,United Kingdom,18.75
574942,23507,MINI PLAYING CARDS BUFFALO BILL ,40,2011-11-07 17:50:00,0.42,15330,United Kingdom,16.8
574952,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-11-08 09:47:00,2.95,13924,United Kingdom,17.700000000000003
574959,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2,2011-11-08 10:09:00,0.85,17886,United Kingdom,1.7
574959,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-11-08 10:09:00,0.95,17886,United Kingdom,1.9
574959,22563,HAPPY STENCIL CRAFT,1,2011-11-08 10:09:00,1.25,17886,United Kingdom,1.25
574961,22572,ROCKING HORSE GREEN CHRISTMAS ,12,2011-11-08 10:19:00,0.85,12971,United Kingdom,10.2
574962,22112,CHOCOLATE HOT WATER BOTTLE,24,2011-11-08 10:26:00,4.25,15194,United Kingdom,102.0
574962,22114,HOT WATER BOTTLE TEA AND SYMPATHY,24,2011-11-08 10:26:00,3.75,15194,United Kingdom,90.0
574963,23517,EMBROIDERED RIBBON REEL REBECCA ,6,2011-11-08 10:27:00,2.89,12919,United Kingdom,17.34
574964,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-11-08 10:29:00,2.89,13329,United Kingdom,34.68
574965,23084,RABBIT NIGHT LIGHT,3,2011-11-08 10:44:00,2.08,17964,United Kingdom,6.24
574965,23352,ROLL WRAP 50'S RED CHRISTMAS ,1,2011-11-08 10:44:00,1.25,17964,United Kingdom,1.25
574966,23489,VINTAGE BELLS GARLAND,8,2011-11-08 10:50:00,2.89,14901,United Kingdom,23.12
575003,23298,SPOTTY BUNTING,3,2011-11-08 11:09:00,4.95,15950,United Kingdom,14.85
575007,84581,DOG TOY WITH PINK CROCHET SKIRT,4,2011-11-08 11:20:00,3.75,14140,United Kingdom,15.0
575039,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,8,2011-11-08 11:53:00,0.65,15005,United Kingdom,5.2
575041,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,2011-11-08 12:01:00,1.25,17289,United Kingdom,15.0
575041,22905,CALENDAR IN SEASON DESIGN,1,2011-11-08 12:01:00,2.95,17289,United Kingdom,2.95
575041,21618,4 WILDFLOWER BOTANICAL CANDLES,24,2011-11-08 12:01:00,1.25,17289,United Kingdom,30.0
575049,22629,SPACEBOY LUNCH BOX ,12,2011-11-08 12:13:00,1.95,12721,France,23.4
575051,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2011-11-08 12:14:00,2.95,15957,United Kingdom,11.8
575054,23199,JUMBO BAG APPLES,10,2011-11-08 12:18:00,2.08,16945,United Kingdom,20.8
575059,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,2011-11-08 12:25:00,0.65,14071,United Kingdom,0.65
575062,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-08 12:30:00,1.65,17651,United Kingdom,16.5
575063,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011-11-08 12:32:00,1.65,16764,United Kingdom,1.65
575063,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,2011-11-08 12:32:00,2.95,16764,United Kingdom,5.9
575063,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2011-11-08 12:32:00,2.08,16764,United Kingdom,2.08
575063,22594,CHRISTMAS GINGHAM TREE,1,2011-11-08 12:32:00,0.85,16764,United Kingdom,0.85
575069,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-11-08 12:51:00,2.1,17637,United Kingdom,25.200000000000003
575070,23102,SILVER HEARTS TABLE DECORATION,3,2011-11-08 12:58:00,0.83,17841,United Kingdom,2.49
575073,22092,BLUE PAISLEY TISSUE BOX,3,2011-11-08 13:10:00,0.39,13975,United Kingdom,1.17
575073,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-11-08 13:10:00,4.15,13975,United Kingdom,4.15
575073,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5,2011-11-08 13:10:00,0.55,13975,United Kingdom,2.75
575073,21015,DARK BIRD HOUSE TREE DECORATION,24,2011-11-08 13:10:00,0.29,13975,United Kingdom,6.959999999999999
575075,84356,POMPOM CURTAIN,2,2011-11-08 13:19:00,6.95,13975,United Kingdom,13.9
575075,23356,LOVE HOT WATER BOTTLE,2,2011-11-08 13:19:00,5.95,13975,United Kingdom,11.9
575076,23322,LARGE WHITE HEART OF WICKER,12,2011-11-08 13:20:00,2.95,16639,United Kingdom,35.400000000000006
575083,23077,DOUGHNUT LIP GLOSS ,20,2011-11-08 13:31:00,1.25,18123,United Kingdom,25.0
575086,22624,IVORY KITCHEN SCALES,2,2011-11-08 13:52:00,8.5,16618,United Kingdom,17.0
575087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-11-08 13:57:00,2.95,16549,United Kingdom,2.95
575087,22616,PACK OF 12 LONDON TISSUES ,2,2011-11-08 13:57:00,0.39,16549,United Kingdom,0.78
575088,85066,CREAM SWEETHEART MINI CHEST,2,2011-11-08 14:00:00,12.75,13272,United Kingdom,25.5
575088,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-11-08 14:00:00,2.95,13272,United Kingdom,17.700000000000003
575089,35970,ZINC FOLKART SLEIGH BELLS,12,2011-11-08 14:02:00,1.69,13437,United Kingdom,20.28
575089,23211,RED ROCKING HORSE HAND PAINTED,24,2011-11-08 14:02:00,1.25,13437,United Kingdom,30.0
575117,21992,VINTAGE PAISLEY STATIONERY SET,1,2011-11-08 14:22:00,1.25,12748,United Kingdom,1.25
575117,22446,PIN CUSHION BABUSHKA PINK,1,2011-11-08 14:22:00,3.35,12748,United Kingdom,3.35
575117,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2011-11-08 14:22:00,1.95,12748,United Kingdom,1.95
575117,21756,BATH BUILDING BLOCK WORD,1,2011-11-08 14:22:00,6.25,12748,United Kingdom,6.25
575128,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-11-08 14:27:00,7.95,16837,United Kingdom,15.9
575128,23322,LARGE WHITE HEART OF WICKER,6,2011-11-08 14:27:00,2.95,16837,United Kingdom,17.700000000000003
575129,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,2011-11-08 14:30:00,0.39,13110,United Kingdom,4.68
575146,21479,WHITE SKULL HOT WATER BOTTLE ,36,2011-11-08 15:45:00,3.75,17313,United Kingdom,135.0
575146,23349,ROLL WRAP VINTAGE CHRISTMAS,84,2011-11-08 15:45:00,1.04,17313,United Kingdom,87.36
575146,23319,BOX OF 6 MINI 50'S CRACKERS,108,2011-11-08 15:45:00,2.08,17313,United Kingdom,224.64
575148,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,2011-11-08 15:48:00,7.95,13867,United Kingdom,31.8
575149,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-11-08 15:59:00,4.95,16626,United Kingdom,14.85
575152,85089,CANDY SPOT BUNNY,3,2011-11-08 16:12:00,2.95,16284,United Kingdom,8.850000000000001
575164,23456,MEDIUM PARLOUR PICTURE FRAME ,4,2011-11-08 16:55:00,4.15,18216,United Kingdom,16.6
575166,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-08 17:09:00,2.08,17022,United Kingdom,20.8
575168,21888,BINGO SET,24,2011-11-08 17:19:00,3.75,15290,United Kingdom,90.0
575181,23201,JUMBO BAG ALPHABET,10,2011-11-09 08:21:00,2.08,14709,United Kingdom,20.8
575188,23081,GREEN METAL BOX ARMY SUPPLIES,2,2011-11-09 09:07:00,8.25,16759,United Kingdom,16.5
575193,22990,COTTON APRON PANTRY DESIGN,2,2011-11-09 09:34:00,4.95,12681,France,9.9
575193,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2011-11-09 09:34:00,2.55,12681,France,15.3
575194,85099F,JUMBO BAG STRAWBERRY,10,2011-11-09 09:38:00,2.08,16767,United Kingdom,20.8
575195,23207,LUNCH BAG ALPHABET DESIGN,10,2011-11-09 09:40:00,1.65,16767,United Kingdom,16.5
575199,23256,CHILDRENS CUTLERY SPACEBOY ,12,2011-11-09 09:48:00,4.15,12921,United Kingdom,49.8
575199,85099B,JUMBO BAG RED RETROSPOT,20,2011-11-09 09:48:00,2.08,12921,United Kingdom,41.6
575202,21506,"FANCY FONT BIRTHDAY CARD, ",12,2011-11-09 10:14:00,0.42,13018,United Kingdom,5.04
575204,23355,HOT WATER BOTTLE KEEP CALM,6,2011-11-09 10:16:00,4.95,15027,United Kingdom,29.700000000000003
575207,20974,12 PENCILS SMALL TUBE SKULL,24,2011-11-09 10:27:00,0.65,18172,United Kingdom,15.6
575212,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2011-11-09 10:41:00,4.95,14108,United Kingdom,14.85
575214,22382,LUNCH BAG SPACEBOY DESIGN ,50,2011-11-09 10:48:00,1.65,16751,United Kingdom,82.5
575214,20724,RED RETROSPOT CHARLOTTE BAG,100,2011-11-09 10:48:00,0.72,16751,United Kingdom,72.0
575215,22961,JAM MAKING SET PRINTED,4,2011-11-09 11:04:00,1.45,18109,United Kingdom,5.8
575216,22535,MAGIC DRAWING SLATE BUNNIES ,24,2011-11-09 11:04:00,0.42,13384,United Kingdom,10.08
575219,23311,VINTAGE CHRISTMAS STOCKING ,12,2011-11-09 11:17:00,2.55,17511,United Kingdom,30.6
575219,22900,SET 2 TEA TOWELS I LOVE LONDON ,100,2011-11-09 11:17:00,2.75,17511,United Kingdom,275.0
575219,23300,GARDENERS KNEELING PAD CUP OF TEA ,48,2011-11-09 11:17:00,1.45,17511,United Kingdom,69.6
575219,21155,RED RETROSPOT PEG BAG,50,2011-11-09 11:17:00,2.1,17511,United Kingdom,105.0
575221,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-11-09 11:25:00,1.25,12949,United Kingdom,15.0
575258,23077,DOUGHNUT LIP GLOSS ,20,2011-11-09 12:00:00,1.25,13623,United Kingdom,25.0
575258,11001,ASSTD DESIGN RACING CAR PEN,32,2011-11-09 12:00:00,1.69,13623,United Kingdom,54.08
575269,20750,RED RETROSPOT MINI CASES,2,2011-11-09 12:08:00,7.95,17865,United Kingdom,15.9
575269,22922,FRIDGE MAGNETS US DINER ASSORTED,12,2011-11-09 12:08:00,0.85,17865,United Kingdom,10.2
575298,23265,SET OF 3 WOODEN TREE DECORATIONS,7,2011-11-09 12:29:00,1.25,17841,United Kingdom,8.75
575312,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-11-09 12:49:00,1.25,13588,United Kingdom,15.0
575320,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,2011-11-09 13:30:00,0.85,17011,United Kingdom,10.2
575320,22523,CHILDS GARDEN FORK PINK,12,2011-11-09 13:30:00,0.85,17011,United Kingdom,10.2
575322,23009,I LOVE LONDON BABY GIFT SET,2,2011-11-09 13:36:00,16.95,14543,United Kingdom,33.9
575326,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,2011-11-09 13:47:00,2.49,12532,France,29.880000000000003
575326,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-11-09 13:47:00,2.1,12532,France,25.200000000000003
575326,22945,CHRISTMAS METAL TAGS ASSORTED ,12,2011-11-09 13:47:00,0.85,12532,France,10.2
575326,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-11-09 13:47:00,1.25,12532,France,15.0
575329,23538,WALL ART VINTAGE HEART,1,2011-11-09 13:50:00,4.95,17038,United Kingdom,4.95
575337,23697,A PRETTY THANK YOU CARD,12,2011-11-09 14:11:00,0.42,17867,United Kingdom,5.04
575340,22971,QUEENS GUARD COFFEE MUG,18,2011-11-09 14:31:00,2.55,15485,United Kingdom,45.9
575369,22834,HAND WARMER BABUSHKA DESIGN,12,2011-11-09 15:09:00,2.1,16655,United Kingdom,25.200000000000003
575387,20978,36 PENCILS TUBE SKULLS,16,2011-11-09 15:23:00,1.25,13992,United Kingdom,20.0
575389,22593,CHRISTMAS GINGHAM STAR,12,2011-11-09 15:31:00,0.85,12971,United Kingdom,10.2
575418,22386,JUMBO BAG PINK POLKADOT,30,2011-11-09 15:52:00,2.08,16986,United Kingdom,62.400000000000006
575475,20725,LUNCH BAG RED RETROSPOT,10,2011-11-09 16:03:00,1.65,17702,United Kingdom,16.5
575481,21804,WHITE CHRISTMAS GARLAND STARS TREES,2,2011-11-09 16:28:00,3.75,15679,United Kingdom,7.5
575481,15044D,RED PAPER PARASOL,2,2011-11-09 16:28:00,2.95,15679,United Kingdom,5.9
575484,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2011-11-09 17:02:00,0.85,16670,United Kingdom,10.2
575486,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,24,2011-11-09 17:07:00,4.25,14911,EIRE,102.0
575491,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,4,2011-11-09 17:47:00,0.39,15531,United Kingdom,1.56
575491,21280,VINTAGE KITCHEN PRINT VEGETABLES,6,2011-11-09 17:47:00,2.55,15531,United Kingdom,15.3
575491,22600,CHRISTMAS RETROSPOT STAR WOOD,5,2011-11-09 17:47:00,0.85,15531,United Kingdom,4.25
575491,22610,PENS ASSORTED FUNNY FACE,36,2011-11-09 17:47:00,0.19,15531,United Kingdom,6.84
575491,47566,PARTY BUNTING,2,2011-11-09 17:47:00,4.95,15531,United Kingdom,9.9
575491,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4,2011-11-09 17:47:00,4.95,15531,United Kingdom,19.8
575491,23522,WALL ART DOG AND BALL ,2,2011-11-09 17:47:00,2.89,15531,United Kingdom,5.78
575491,84987,SET OF 36 TEATIME PAPER DOILIES,3,2011-11-09 17:47:00,1.45,15531,United Kingdom,4.35
575491,21929,JUMBO BAG PINK VINTAGE PAISLEY,9,2011-11-09 17:47:00,2.08,15531,United Kingdom,18.72
575499,23032,DRAWER KNOB CRACKLE GLAZE IVORY,12,2011-11-10 09:56:00,1.65,16003,United Kingdom,19.8
575499,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,2011-11-10 09:56:00,0.79,16003,United Kingdom,7.9
575502,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-11-10 10:10:00,1.45,16700,United Kingdom,17.4
575504,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-11-10 10:29:00,0.55,14895,United Kingdom,13.2
575504,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-11-10 10:29:00,1.25,14895,United Kingdom,15.0
575507,22617,BAKING SET SPACEBOY DESIGN,3,2011-11-10 10:32:00,4.95,17197,United Kingdom,14.85
575508,22951,60 CAKE CASES DOLLY GIRL DESIGN,240,2011-11-10 10:32:00,0.42,14646,Netherlands,100.8
575512,21061,PARTY INVITES FOOTBALL,12,2011-11-10 10:36:00,0.85,14121,United Kingdom,10.2
575514,22119,PEACE WOODEN BLOCK LETTERS,3,2011-11-10 10:40:00,6.95,12541,Spain,20.85
575516,21293,MIRRORED DOVE WALL DECORATION,24,2011-11-10 10:45:00,2.1,17340,United Kingdom,50.400000000000006
575576,23511,EMBROIDERED RIBBON REEL EMILY ,6,2011-11-10 11:45:00,2.08,16025,United Kingdom,12.48
575581,23396,LE JARDIN BOTANIQUE CUSHION COVER,4,2011-11-10 11:53:00,3.75,12659,France,15.0
575583,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-11-10 11:55:00,1.65,14456,United Kingdom,1.65
575583,22534,MAGIC DRAWING SLATE SPACEBOY ,1,2011-11-10 11:55:00,0.42,14456,United Kingdom,0.42
575583,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1,2011-11-10 11:55:00,1.25,14456,United Kingdom,1.25
575583,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2011-11-10 11:55:00,1.95,14456,United Kingdom,1.95
575582,85099B,JUMBO BAG RED RETROSPOT,1000,2011-11-10 11:55:00,1.79,16986,United Kingdom,1790.0
575586,23236,STORAGE TIN VINTAGE DOILY ,12,2011-11-10 12:00:00,2.89,12981,United Kingdom,34.68
575587,21813,GARLAND WITH STARS AND BELLS,6,2011-11-10 12:01:00,4.95,17461,United Kingdom,29.700000000000003
575587,22076,6 RIBBONS EMPIRE  ,2,2011-11-10 12:01:00,1.65,17461,United Kingdom,3.3
575587,47503H,ASS FLORAL PRINT SPIRIT LEVEL ,12,2011-11-10 12:01:00,0.79,17461,United Kingdom,9.48
575587,85049C,ROMANTIC PINKS RIBBONS ,2,2011-11-10 12:01:00,1.25,17461,United Kingdom,2.5
575589,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,2011-11-10 12:05:00,3.75,14262,United Kingdom,30.0
575591,22629,SPACEBOY LUNCH BOX ,5,2011-11-10 12:09:00,1.95,17791,United Kingdom,9.75
575595,22633,HAND WARMER UNION JACK,12,2011-11-10 12:13:00,2.1,15452,United Kingdom,25.200000000000003
575602,22776,SWEETHEART 3 TIER CAKE STAND ,1,2011-11-10 12:27:00,9.95,17059,United Kingdom,9.95
575602,23437, 50'S CHRISTMAS GIFT BAG LARGE,20,2011-11-10 12:27:00,1.25,17059,United Kingdom,25.0
575602,23503,PLAYING CARDS KEEP CALM & CARRY ON,2,2011-11-10 12:27:00,1.25,17059,United Kingdom,2.5
575607,21098,CHRISTMAS TOILET ROLL,8,2011-11-10 12:37:00,2.46,14096,United Kingdom,19.68
575607,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-10 12:37:00,24.96,14096,United Kingdom,49.92
575607,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,4,2011-11-10 12:37:00,1.24,14096,United Kingdom,4.96
575607,22312,OFFICE MUG WARMER POLKADOT,1,2011-11-10 12:37:00,5.79,14096,United Kingdom,5.79
575607,22670,FRENCH WC SIGN BLUE METAL,1,2011-11-10 12:37:00,2.46,14096,United Kingdom,2.46
575607,22714,CARD BIRTHDAY COWBOY,2,2011-11-10 12:37:00,0.83,14096,United Kingdom,1.66
575607,48194,DOORMAT HEARTS,2,2011-11-10 12:37:00,15.79,14096,United Kingdom,31.58
575607,21888,BINGO SET,1,2011-11-10 12:37:00,7.46,14096,United Kingdom,7.46
